Code,City,Romanian,Hungarians,Romany,Ukrainians,Germans,Turks,Russians_Lippovans,Tatars,Serbs,Slovaks,Bulgarians,Croats,Greeks,Italians,Jews,Czechs,Poles,Chinese,Armenians,Csango,Macedonians,Another
5167,Livezile,1156,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5210,Lopadea Noua,1269,1431,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5309,Lunca Muresului,1458,596,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5336,Lupsa,2957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5577,Metes,2780,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5700,Mihalt,2917,6,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5755,Miraslau,1280,532,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5826,Mogos,698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6048,Noslac,1284,230,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6119,Ocolis,601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6164,Ohaba,702,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6217,Pianu,2995,3,10,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6271,Poiana Vadului,1126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6397,Ponor,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6468,Posaga,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6547,Radesti,913,216,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6592,Rametea,146,958,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6627,Ramet,543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6761,Rosia Montana,2239,6,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6930,Rosia De Secas,1412,7,73,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6976,Salciua,1402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7044,Salistea,2091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7099,Sasciori,5511,7,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7197,Scarisoara,1362,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7348,Sancel,2179,7,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7384,Santimbru,2578,21,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7446,Sohodol,1642,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7767,Stremt,2339,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7810,Sibot,2058,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7865,Sona,2734,930,223,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7945,Spring,2190,4,82,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8014,Sugag,2628,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8096,Oras Teius,5595,259,511,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8158,Unirea,3322,500,716,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8229,Vadu Motilor,1297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8354,Valea Lunga,2634,66,114,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8425,Vidra,1609,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8826,Vintu De Jos,4453,46,81,0,4,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
9019,Cut,1046,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9026,Bucerdea Granoasa,1437,415,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9262,Municipiul Arad,125310,15396,2528,61,1259,18,14,0,425,330,180,4,7,231,100,41,28,21,6,14,0,142
9280,Fantanele,2548,235,17,6,22,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,9
9333,Livada,2515,241,8,0,29,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8
9360,Sofronea,1647,836,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9397,Vladimirescu,9538,212,52,8,128,5,0,0,8,22,6,0,0,3,3,0,0,0,0,0,0,3
9459,Oras Chisineu-Cris,5522,1443,467,0,34,0,0,0,3,23,0,0,0,0,0,0,0,0,0,0,0,3
9495,Oras Curtici,5900,208,646,14,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
9538,Oras Ineu,7715,593,528,3,30,0,0,0,0,7,0,0,0,4,7,0,0,0,0,0,0,0
9574,Oras Lipova,8957,280,123,20,123,0,0,0,0,10,4,3,0,0,0,0,0,0,0,0,0,5
9627,Oras Nadlac,3281,178,365,32,21,5,0,0,11,3179,0,0,0,0,0,14,0,0,0,0,0,0
9654,Oras Pancota,5154,454,729,60,144,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0
9690,Oras Sebis,5197,130,377,0,0,0,0,0,3,5,0,0,0,6,0,0,0,0,0,0,0,0
9743,Almas,2429,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9798,Apateu,2979,4,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9832,Archis,1401,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9887,Bata,1012,0,36,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9930,Beliu,2712,49,118,88,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10006,Birchis,1622,0,160,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10051,Barsa,1714,11,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10104,Barzava,2547,10,21,21,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10195,Bocsig,2992,51,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10239,Brazii,1137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10293,Buteni,3288,16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10346,Carand,928,3,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10373,Cermei,2288,132,185,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10417,Chisindia,1244,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10453,Conop,2133,9,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10514,Covasint,1789,19,627,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10532,Craiva,2355,0,315,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10649,Dezna,1173,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10701,Dieci,1430,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10765,Ususau,1325,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10827,Felnac,2231,18,375,0,9,0,0,0,162,0,4,0,0,0,0,0,0,0,0,0,0,0
10872,Ghioroc,3020,559,19,15,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
10916,Graniceri,1977,16,141,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10943,Gurahont,3805,11,54,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11058,Halmagiu,2774,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11174,Halmagel,1274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11236,Hasmas,1227,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11307,Ignesti,657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11352,Iratosu,1145,1070,39,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
11398,Macea,4854,140,344,11,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11423,Misca,1331,1300,911,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11478,Moneasa,840,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11502,Olari,1043,555,165,6,5,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0
11539,Paulis,3644,102,183,0,20,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,9
11584,Oras Pecica,7361,3316,996,30,34,0,4,0,43,42,4,0,0,5,0,0,0,0,0,0,0,0
11637,Peregu Mare,412,730,15,19,55,0,0,0,0,203,0,0,0,0,0,55,0,0,0,0,0,88
11664,Petris,1478,5,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11735,Pilu,1667,102,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11762,Plescuta,1198,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11842,Savarsin,2795,18,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11940,Secusigiu,4467,297,246,13,41,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0
11995,Seleus,2976,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12037,Semlac,2875,98,308,17,85,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,13
12055,Sintea Mare,1840,1226,347,0,39,0,0,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0
12091,Oras Santana,9119,222,958,12,333,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4
12126,Socodor,2046,92,185,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12144,Sagu,3238,111,238,3,34,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,5
12206,Seitin,2529,22,266,9,7,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
12224,Sepreus,1985,7,310,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
12242,Sicula,4120,11,58,8,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
12288,Silindia,751,99,5,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12340,Simand,3248,128,342,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12368,Siria,6301,233,857,13,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
12402,Sistarovat,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
12457,Taut,1648,9,17,11,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
12509,Tarnova,4932,16,117,557,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
12572,Varadia De Mures,1692,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12643,Vinga,3336,1211,650,59,35,0,0,0,12,151,333,0,0,0,0,0,0,0,0,0,0,0
12689,Varfurile,2621,3,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
12778,Zabrani,4005,48,0,11,24,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4
12812,Zarand,2407,4,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12849,Zerind,115,1152,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12876,Zimandu Nou,2806,1539,86,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12912,Dorobanti,141,1429,30,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
12920,Frumuseni,2340,67,14,5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12938,Zadareni,2297,49,0,22,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13169,Municipiul Pitesti,145870,100,834,4,39,42,13,0,13,0,0,0,37,35,13,0,3,6,33,6,5,81
13187,Bascov,9802,0,78,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
13276,Bradu,6721,6,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13301,Oras Mioveni,30324,7,200,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10
13365,Maracineni,4991,0,78,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
13392,Oras Stefanesti,12847,3,834,0,0,0,38,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
13490,Municipiul Campulung,29221,27,570,6,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,9
13524,Valea Mare Pravat,3060,0,917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13622,Municipiul Curtea De Arges,25839,38,87,0,3,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,8
13668,Oras Costesti,9838,3,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13757,Oras Topoloveni,9878,0,34,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
13819,Albestii De Arges,5267,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13891,Albestii De Muscel,1545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13935,Albota,3673,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13999,Aninoasa,2632,0,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14049,Arefu,2350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14085,Babana,2741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14165,Baiculesti,5480,3,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14272,Balilesti,3866,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14352,Beleti-Negresti,1882,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14405,Berevoesti,2352,0,918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14450,Barla,5001,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14584,Bogati,4474,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14673,Boteni,2420,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14726,Botesti,1177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14753,Bradulet,1791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14851,Budeasa,3821,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14922,Bughea De Jos,2449,0,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14940,Buzoesti,5852,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15064,Caldararu,2426,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15108,Calinesti,10124,5,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15233,Cateasca,3845,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
15313,Cepari,2232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15402,Cetateni,2225,0,775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15448,Cicanesti,2084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15493,Ciofrangeni,2248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15554,Ciomagesti,1148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15652,Cocu,2340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15741,Corbeni,5139,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15830,Corbi,3681,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15901,Cosesti,4727,0,498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
15983,Cotmeana,2080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16132,Cuca,2050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16285,Davidesti,2361,0,679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16329,Dambovicioara,932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16365,Darmanesti,3378,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16427,Dobresti,1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16454,Domnesti,3059,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16472,Dragoslavele,1989,0,555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16506,Draganu,1935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16551,Godeni,2984,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16613,Harsesti,2342,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16659,Hartiesti,1529,0,593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16739,Izvoru,1844,0,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16757,Leordeni,5628,0,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16908,Leresti,4097,3,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16944,Lunca Corbului,2857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17049,Malureni,4250,0,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17101,Merisani,4033,0,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17209,Micesti,4261,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
17254,Mihaesti,4485,4,1152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17334,Mioarele,1596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17398,Mirosi,2517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17423,Moraresti,2054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17496,Mosoaia,5514,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17575,Mozaceni,2186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17619,Musatesti,3731,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17726,Negrasi,2311,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17771,Nucsoara,1391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17824,Oarja,2800,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17851,Pietrosani,5314,0,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17913,Poienarii De Arges,1083,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17968,Poienarii De Muscel,2966,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18028,Poiana Lacului,6529,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18162,Popesti,2116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18242,Priboieni,3402,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18331,Ratesti,2833,3,209,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
18411,Recea,2836,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18475,Rociu,2581,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18527,Rucar,5527,4,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18554,Salatrucu,2152,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18581,Sapata,1721,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18670,Schitu Golesti,3865,0,706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18741,Slobozia,4438,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18778,Stalpeni,4746,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18858,Stoenesti,3745,0,535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18938,Stolnici,3130,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19007,Suseni,3392,0,20,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19114,Stefan Cel Mare,2393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19141,Suici,2524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19212,Teiu,1528,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19249,Tigveni,3336,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19338,Titesti,4626,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19392,Uda,2094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19560,Ungheni,3072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19631,Valea Danului,2747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
