,RN,RM,RMI,Emigranti,Imigranti,RS,Sal,CSom,AjSoc,Pensie,PopScolara,PaturiUS,Medici,VolumeB,SpectatoriS,VizitatoriM,SportiviL,PIB,SalariatiC,PAgrVeg,PAgrAnim,ServAgr,Silvicultura,SupLoc,DrumuriM,Innoptari,BugetVenituri,BugetSubventii,Apa,Canal,Export
PopScolara,0.47617427167555487,-0.531860526696295,-0.06396791379989741,0.40995667239618383,0.30179485201474254,-0.31785529531044615,0.6708795131464066,0.09495732017982314,-0.3299931219978224,0.41773346205193584,0.9999999999999999,0.7424716722213686,0.7951419890553136,0.8113032895945705,0.4875850301873316,0.3447708761093435,0.38724612260261726,0.6325057914798179,0.44307012497361786,-0.46572301749852946,-0.3242407597542628,-0.047557941736714335,0.03646163007564738,0.001050763286546081,-0.4222921561473305,0.2506756493581858,0.2815138006894419,-0.4112522667888434,0.4205674670393505,0.584732682986832,0.3398780563016741
PaturiUS,0.0866673572172829,-0.3071025823329754,-0.23393703802068608,0.2737219914962879,0.1678727816314256,-0.2275754802640284,0.5597613670052557,0.30576298064946306,-0.2968255687456764,0.6106714595527121,0.7424716722213686,1.0,0.79076706952471,0.7735566706153684,0.3993995430033166,0.25735114388123653,0.42328804001250336,0.6445006820357108,0.3473668606925275,-0.36983564053935375,-0.3148880352104248,0.028007201721774726,0.07834907611875468,-0.07523776331166669,-0.2069801497685616,0.23875471901014486,0.21687873509133287,-0.4045094439496245,0.48242066837272674,0.6527500421620667,0.22528422620538607
Medici,0.29758702613128374,-0.36555247991836565,-0.2271687604409077,0.31134896069918466,0.1480368604987178,-0.4309475761551966,0.7897044148169398,0.09747590958725716,-0.4195504127971731,0.4840208067772107,0.7951419890553136,0.7907670695247099,1.0,0.6869546712603986,0.34091249608918645,0.21295902329234773,0.5445943429489488,0.7316338166614007,0.5502053222054576,-0.37006682587414735,-0.40289204977081805,0.07735357988360723,-0.14383045650654105,0.17269358164773388,-0.42243680591126137,0.16249041100797298,0.21913228598678028,-0.5164435201260292,0.41379322675541574,0.5915504726534446,0.46110091054247304
VolumeB,0.2276939223120932,-0.3294011076037937,-0.0746513422801226,0.33392629931046747,0.2691104765908322,-0.22551570218014194,0.6781835560475024,0.2266628484902124,-0.26689979787786544,0.44295166551583015,0.8113032895945704,0.7735566706153684,0.6869546712603986,1.0,0.4184933889295069,0.20219515517973446,0.3907995383994927,0.7186932424088651,0.45145427030806073,-0.3747141078771222,-0.28768376207934776,0.09801942676228509,0.0982942966021613,-0.06990832687375508,-0.2603254590596218,0.04977626241060056,0.5228185527923802,-0.2154097304405649,0.39535027781473253,0.570105829722679,0.2295277024903915
SpectatoriS,0.21799824462865558,-0.3003594069530853,0.025474627247193043,0.19170352330812587,0.05748733397382541,-0.1457168389404045,0.36641168295399257,0.008761326264816488,-0.12293952831722793,0.3759110012503501,0.4875850301873316,0.3993995430033166,0.34091249608918645,0.4184933889295069,1.0,0.7850693240261808,0.26188511475041704,0.39871328456207905,0.3820993525336806,-0.3366825267087187,-0.18677629249032418,0.033319619638834466,0.049257065660192,0.052301573487860145,-0.15735655923065733,0.32242061264097044,0.1843941917134023,-0.24644370081959913,0.43940504073878717,0.5563248903841695,0.2464603447121726
VizitatoriM,0.07992613481996662,-0.3083361292353059,0.13011948502132348,0.23386858969887211,-0.054152405687165145,-0.2590379848525305,0.19985016558087096,0.12519434379654293,-0.21577350009984686,0.5150781366574018,0.3447708761093435,0.25735114388123653,0.2129590232923477,0.20219515517973446,0.7850693240261808,1.0,0.1683696746065405,0.26231699068516934,0.2936534761468315,-0.4944934658374051,-0.17249840250822016,-0.18601269716440633,0.06484063345012996,0.09118326209124392,-0.10199499860549227,0.536282393268493,0.1287409229712672,-0.16569051143203706,0.44057691189919235,0.48078498136007586,0.2519584838575453
SportiviL,0.22273222481805732,-0.2789015139331918,-0.2144947775166001,0.013921517252512809,-0.13029008314412244,-0.48118391049754766,0.4370306237757099,0.27543871583028573,-0.38703736623818574,0.29787908381848843,0.3872461226026173,0.42328804001250336,0.5445943429489488,0.3907995383994927,0.26188511475041704,0.1683696746065405,0.9999999999999998,0.5942105437927121,0.39429635146426395,-0.2500394911156473,-0.1343310161332373,0.0008038802067051982,0.09218447260564483,0.25865972661331793,-0.17264802985632088,0.2213823362911664,0.26184411953815695,-0.44971080000802854,0.5246912601985623,0.6167786312169372,0.45695672222803746
PIB,0.2207664235841997,-0.34709352381574093,-0.3354015435264442,0.18677029256975392,0.014949153091251907,-0.5489411879116278,0.8582632015553813,0.19471778855039334,-0.5910547539717695,0.6351398313436842,0.632505791479818,0.6445006820357108,0.7316338166614007,0.7186932424088651,0.39871328456207905,0.26231699068516934,0.5942105437927121,0.9999999999999998,0.736608519178171,-0.5323453946219435,-0.5121290284838096,0.23122419905671343,-0.07980897416438915,0.3793743268597926,-0.38277365681406816,0.2120123006211324,0.4706518276534355,-0.5512154695966521,0.5580370851896976,0.6664634566570478,0.5468482247137874
SalariatiC,0.3815890003990377,-0.4475628226309556,-0.3641243901738875,0.2835862347886504,0.15533254568938784,-0.5097591128927783,0.8090896170403533,0.11874485155240681,-0.5009382744672762,0.44696735002240123,0.44307012497361786,0.3473668606925275,0.5502053222054576,0.4514542703080608,0.3820993525336806,0.2936534761468315,0.39429635146426395,0.736608519178171,0.9999999999999998,-0.5759168256391347,-0.564469188860241,0.12263167170289904,-0.13989970894475381,0.6604796583059926,-0.35315736361945527,0.04707374383713831,0.32296346790529434,-0.5102535559143145,0.28338646997782796,0.5131166819044883,0.5797920125379382
PAgrVeg,-0.25706264931481426,0.5780829267404092,0.13018382157478708,-0.39153639235596105,-0.22351492124692995,0.43223837309522395,-0.5133819799239738,-0.21440096787103805,0.4574870544332111,-0.6038276203069337,-0.46572301749852946,-0.36983564053935375,-0.3700668258741473,-0.3747141078771222,-0.3366825267087187,-0.49449346583740517,-0.2500394911156473,-0.5323453946219435,-0.5759168256391348,1.0,0.4255837469773187,0.09830121845740286,-0.18612364445738935,-0.35312917966605595,0.42476126433815947,-0.33058120422439213,-0.24727954671789804,0.34175713617130116,-0.38765268995962915,-0.5073987300964612,-0.23233123491433305
PAgrAnim,-0.16147287586571638,0.2415565833523967,0.34907980226293794,-0.19873212175750007,-0.16445087449754642,0.2922467852633533,-0.5897378549357198,0.07197888015711162,0.29944185939839796,-0.5178777991150615,-0.3242407597542628,-0.31488803521042474,-0.40289204977081805,-0.28768376207934776,-0.18677629249032418,-0.17249840250822016,-0.13433101613323728,-0.5121290284838096,-0.564469188860241,0.4255837469773187,1.0,-0.09217585245175414,0.23360846377004593,-0.40716941765369696,0.46644637134185435,-0.11099921571227181,-0.05088118563954845,0.52560046995091,-0.223812405073687,-0.3947530342666164,-0.1779382941749429
ServAgr,-0.14038082432338517,0.3108872224571187,-0.02424616346897835,0.04663432545685691,0.01780753496080736,-0.015521816742908232,0.1700835683580504,-0.14279977155887374,-0.11796359473273342,-0.025201797913846257,-0.04755794173671434,0.028007201721774722,0.07735357988360723,0.09801942676228509,0.033319619638834466,-0.18601269716440633,0.0008038802067051981,0.23122419905671343,0.12263167170289904,0.09830121845740285,-0.09217585245175414,1.0,-0.2824091554835092,-0.0816823623152666,-0.062154705490871764,-0.1434644910647622,0.059649145606952975,-0.11560153230008406,0.24834166115147496,0.19748861097961123,-0.037541113020381316
Silvicultura,0.12949768034265507,-0.1931352942279533,0.2091730550974456,-0.15565872507918427,-0.20591886988093946,0.045481107505622495,-0.3029051305506798,0.22362321650124353,-0.006938413765084953,0.03133715286975375,0.03646163007564738,0.07834907611875469,-0.14383045650654108,0.09829429660216128,0.049257065660192,0.06484063345012996,0.09218447260564483,-0.07980897416438915,-0.1398997089447538,-0.18612364445738933,0.23360846377004593,-0.28240915548350914,1.0,-0.05297226307609443,0.17588948472274576,0.1211856973724316,0.08463362951555144,0.06158540055055993,-0.06079269140240435,0.04029947271083824,-0.11800956193168971
SupLoc,0.268234497971256,-0.37300150034689183,-0.2023087496697578,-0.032152362223127014,-0.130058644132535,-0.42106678163144146,0.3827773942659218,1.6627731801818476e-05,-0.37837996645800187,0.18227086205046475,0.001050763286546081,-0.07523776331166669,0.1726935816477339,-0.06990832687375508,0.05230157348786015,0.09118326209124392,0.25865972661331793,0.3793743268597926,0.6604796583059928,-0.35312917966605595,-0.40716941765369696,-0.0816823623152666,-0.05297226307609443,1.0,-0.26270154622055564,0.049917128266799324,0.10562242862496686,-0.418054425758578,0.06674520349310903,0.1935679298597025,0.4301204949272106
DrumuriM,-0.4818053615863684,0.35894088266593266,0.02857475891193552,-0.022758316858165904,-0.12490919266113394,0.3123889335712451,-0.4536429059584116,0.07451634479521987,0.2825174989102842,-0.1373403727987505,-0.4222921561473305,-0.2069801497685616,-0.4224368059112613,-0.2603254590596218,-0.15735655923065733,-0.10199499860549227,-0.17264802985632088,-0.38277365681406816,-0.35315736361945527,0.4247612643381595,0.4664463713418544,-0.062154705490871764,0.17588948472274574,-0.26270154622055564,1.0,-0.0540350480290413,0.09233123217620162,0.5778444617994091,-0.16010853714057527,-0.17810475938632286,-0.2210314494948883
Innoptari,0.04339942055584883,-0.31519004334608436,0.09608792550884705,0.0278841093339233,-0.1822080150228839,-0.2523598195232791,0.038722931481564006,-0.035803699990795836,-0.323340304998466,0.31252796127941934,0.2506756493581858,0.23875471901014486,0.16249041100797298,0.049776262410600555,0.32242061264097044,0.536282393268493,0.22138233629116638,0.21201230062113238,0.04707374383713831,-0.3305812042243921,-0.1109992157122718,-0.1434644910647622,0.12118569737243161,0.049917128266799324,-0.054035048029041306,0.9999999999999998,0.14149706090515385,-0.14006630376991283,0.34737940760813313,0.3504235030238117,0.0811038456021769
BugetVenituri,0.08033275260733565,-0.22067240766732385,0.1086152596084906,0.2447946901867081,0.07990148418375267,-0.27498552866940557,0.32197042181680907,0.3746803623119921,-0.2922644159376521,0.18333954159305843,0.28151380068944193,0.21687873509133287,0.21913228598678025,0.5228185527923802,0.1843941917134023,0.1287409229712672,0.26184411953815695,0.4706518276534355,0.32296346790529434,-0.24727954671789806,-0.05088118563954846,0.05964914560695298,0.08463362951555144,0.10562242862496685,0.09233123217620161,0.14149706090515382,1.0,0.2681990823241334,0.244823969151159,0.27242594056858926,0.05752655241462962
BugetSubventii,-0.31920963691449533,0.2692690034001496,0.36593943061356693,-0.032666390490745406,0.03598183146379252,0.23893639758578458,-0.5181590415383015,-0.051004300547624004,0.2850134254051994,-0.4281524904454303,-0.41125226678884347,-0.40450944394962446,-0.5164435201260292,-0.2154097304405649,-0.2464437008195991,-0.16569051143203706,-0.44971080000802854,-0.5512154695966521,-0.5102535559143145,0.34175713617130116,0.52560046995091,-0.11560153230008406,0.06158540055055993,-0.41805442575857804,0.5778444617994091,-0.14006630376991283,0.26819908232413336,1.0,-0.37339105157222147,-0.5283258761315869,-0.510583401393208
Apa,-0.11335189276209978,-0.15594032027227206,-0.04881664066827177,0.12128305953577748,-0.199182585764342,-0.307129139538256,0.39120423671936744,0.2419020121589421,-0.3980626890973138,0.6135649504523601,0.42056746703935055,0.48242066837272674,0.41379322675541574,0.39535027781473253,0.43940504073878717,0.4405769118991923,0.5246912601985622,0.5580370851896976,0.2833864699778279,-0.38765268995962915,-0.22381240507368697,0.24834166115147496,-0.060792691402404356,0.06674520349310903,-0.16010853714057527,0.34737940760813313,0.244823969151159,-0.3733910515722215,1.0,0.7859145700346042,0.39807233999691144
Canal,0.07738920186930755,-0.30321120320341155,-0.1166775811235072,0.2735213918807577,-0.01165119930032171,-0.2959477687088923,0.5288497955155765,0.3804988827732805,-0.36959063880800325,0.7152953824393217,0.5847326829868319,0.6527500421620667,0.5915504726534445,0.5701058297226791,0.5563248903841695,0.4807849813600758,0.6167786312169372,0.6664634566570479,0.5131166819044883,-0.5073987300964611,-0.3947530342666164,0.19748861097961123,0.04029947271083824,0.1935679298597025,-0.17810475938632286,0.35042350302381164,0.2724259405685893,-0.5283258761315869,0.7859145700346041,0.9999999999999998,0.4522191006702146
Export,0.1647400192493886,-0.272616831773932,-0.11293529585892208,0.07900000840706119,-0.13912866280838523,-0.42877006885694907,0.5184270472274322,0.16502075104699285,-0.4143346808721832,0.3447922237911163,0.3398780563016741,0.2252842262053861,0.46110091054247304,0.22952770249039148,0.2464603447121726,0.25195848385754527,0.45695672222803746,0.5468482247137874,0.5797920125379382,-0.23233123491433302,-0.17793829417494286,-0.037541113020381316,-0.1180095619316897,0.4301204949272106,-0.2210314494948883,0.08110384560217691,0.057526552414629624,-0.5105834013932079,0.3980723399969115,0.45221910067021454,0.9999999999999999
